label,fault_detail,load_nm,aceleracao_x_mancal_a,aceleracao_y_mancal_a,aceleracao_x_mancal_b,aceleracao_y_mancal_b,temperatura_mancal_a,temperatura_mancal_b,corrente_fase_u,corrente_fase_v,corrente_fase_w,temperatura_mancal_a_valida,temperatura_mancal_b_valida,corrente_fase_u_valida,corrente_fase_v_valida,corrente_fase_w_valida
desgaste_rolamento,BPFI_03,0,334,-1434,3750,-3338,27550,27472,-6233,-13235,19255,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-7382,4170,3060,3246,27550,27472,-6830,-13152,19846,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,447,-1030,5836,-2454,27550,27472,-6148,-13604,19636,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,4592,-1766,1429,4448,27550,27472,-6366,-13709,19821,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-2389,4660,-2262,9288,27550,27472,-7854,-13222,21049,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-344,2997,63,608,27550,27472,-8172,-12703,21273,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,4757,-1574,-2921,4715,27550,27472,-6582,-12318,19644,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-846,1046,-3517,2005,27550,27472,-5966,-12120,18257,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-5657,1839,-321,-4839,27550,27472,-7022,-11585,18478,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-157,-2398,-1059,1536,27550,27472,-8587,-11253,19605,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,1599,-2433,974,123,27550,27472,-8677,-11535,20007,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-3827,1342,3204,-3047,27550,27472,-7798,-12254,19926,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1686,477,1952,1131,27550,27472,-9352,-11871,21225,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,3992,-2431,4458,-5960,27550,27472,-10336,-11163,21586,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-72,67,2613,-3480,27550,27472,-9543,-10582,20245,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-2183,1522,-444,3794,27550,27472,-8152,-10747,18723,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,3030,-1717,481,-2704,27550,27472,-8086,-10183,17862,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,3362,-1722,-2618,145,27550,27472,-9220,-9782,18651,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-948,1613,-5602,3737,27550,27472,-10124,-9774,19773,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,599,534,-2938,-4405,27550,27472,-9951,-10311,20273,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,3779,-2187,-3114,-818,27550,27472,-10262,-10751,20936,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1758,121,-2288,1291,27550,27472,-11631,-10257,21891,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-5559,2203,2760,-3303,27550,27472,-11800,-9120,20887,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,155,-883,2521,2802,27550,27472,-10498,-8498,19199,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-210,-537,3442,3493,27550,27472,-9272,-8655,18199,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-4795,3676,3848,3321,27550,27472,-9902,-7985,17579,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-71,1445,2212,6979,27550,27472,-11268,-7814,18842,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,4144,-2064,2889,-1465,27550,27472,-11576,-8265,19676,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-293,1212,-993,-2383,27550,27472,-11243,-9132,20126,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-753,1536,-3846,1701,27550,27472,-12716,-8879,21360,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,4127,-3132,-779,-4966,27550,27472,-13403,-8038,21022,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,2125,-1598,-3013,711,27550,27472,-12485,-7227,19437,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-2884,2129,-4260,4280,27550,27472,-11496,-7268,18534,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,882,-981,255,-4530,27550,27472,-11231,-6461,17444,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,2698,-2561,-195,-2157,27550,27472,-11974,-5679,17359,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-3733,1978,-857,-578,27550,27472,-13026,-5744,18921,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-2909,1347,1892,-5374,27550,27472,-13006,-6348,19830,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,2726,-2650,1087,335,27550,27472,-13312,-7203,20556,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-912,391,263,1320,27550,27472,-14325,-6521,20881,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-2966,2465,872,-627,27550,27472,-14219,-5102,19170,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,2813,-2078,-198,2511,27550,27472,-13479,-4791,18342,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,2714,-1876,-1167,-1344,27550,27472,-12466,-5136,17966,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-2202,1949,-1235,-843,27550,27472,-12868,-3922,17971,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,296,259,-960,2400,27550,27472,-13773,-3144,18916,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,4566,-1296,164,-660,27550,27472,-14511,-4144,18497,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,2161,2301,383,2584,27550,27472,-14257,-5210,19308,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1377,-2513,1274,4035,27550,27472,-15081,-4744,20067,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-8788,2546,2769,-637,27550,27472,-15435,-3490,19034,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-6703,3469,1290,2485,27550,27472,-15265,-2967,18046,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,430,-2936,-1109,938,27550,27472,-14445,-3329,17661,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,3310,1810,-143,-4673,27550,27472,-14118,-2887,16953,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,811,1351,-295,-999,27550,27472,-14713,-1705,16355,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,5698,-3164,-1747,-1991,27550,27472,-15371,-1277,17210,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,465,99,-1964,-2859,27550,27472,-15503,-2523,18377,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,1343,-856,-1934,1445,27550,27472,-15545,-3569,18552,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,4140,-2405,-641,-166,27550,27472,-16236,-2287,18399,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-629,251,344,1239,27550,27472,-16438,-844,17326,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,429,269,1560,2811,27550,27472,-15965,-1000,16971,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,649,-1806,2733,-3811,27550,27472,-15078,-1954,16950,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-6417,1029,1418,-1314,27550,27472,-15593,-526,15983,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-5370,1003,2130,2552,27550,27472,-16350,562,15774,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1693,-1251,2887,-2967,27550,27472,-16768,62,16502,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-2242,810,-810,3005,27550,27472,-16465,-1341,17340,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-758,3276,-2119,4611,27550,27472,-16830,-913,17438,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,5759,-814,-720,-3041,27550,27472,-17147,678,16452,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,5539,-763,-3768,26,27550,27472,-17302,1209,15964,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,161,2776,-3239,26,27550,27472,-16689,526,16090,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,2728,-771,-2578,-2262,27550,27472,-16467,665,15888,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,3505,-2829,-3355,3720,27550,27472,-17217,2040,15061,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-5543,2583,-166,2644,27550,27472,-17921,2803,15155,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-2826,779,-70,382,27550,27472,-17601,1747,16210,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,332,-2782,1538,-75,27550,27472,-16949,774,16172,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-4428,904,4236,-4110,27550,27472,-17879,2298,15358,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-2879,939,2846,-2719,27550,27472,-18608,3722,14729,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,2164,-2758,1667,-1493,27550,27472,-18349,3440,14815,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,781,-919,2816,-1918,27550,27472,-17466,2002,15277,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-613,1724,379,1109,27550,27472,-18031,3045,14731,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,2485,-402,445,-1565,27550,27472,-18825,4534,14178,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,3847,-1301,194,-3717,27550,27472,-18979,4545,14241,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,1496,1002,-2974,200,27550,27472,-17911,2946,14551,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,654,855,-2500,-1788,27550,27472,-17519,3186,14089,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,1681,-1554,-2500,594,27550,27472,-18511,4850,13687,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-678,-69,-3521,2846,27550,27472,-19024,5463,13508,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-4699,2256,-1531,-984,27550,27472,-18523,4572,14039,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-2057,295,-284,2953,27550,27472,-18365,4477,14237,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,543,-896,1250,3908,27550,27472,-19562,6066,13520,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-2106,1815,3016,1127,27550,27472,-19837,6938,13219,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,100,503,2569,5103,27550,27472,-18895,5867,13563,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,2967,-1838,1556,3257,27550,27472,-17953,4490,13410,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-213,495,2517,-2174,27550,27472,-17911,5483,12264,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1589,981,-1313,3265,27550,27472,-18880,6973,11893,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,538,-1351,-997,-1225,27550,27472,-19063,6970,12187,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,15,-482,-904,-4459,27550,27472,-18821,6038,12864,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1073,423,-2484,681,27550,27472,-19737,7173,12475,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-719,-548,-574,-4439,27550,27472,-20441,8676,11956,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,1134,-1121,75,-5713,27550,27472,-19847,8597,11700,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-793,-56,-784,-2140,27550,27472,-18235,6746,11524,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1851,818,1893,-5220,27550,27472,-17454,6582,10907,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,1322,-691,2544,-448,27550,27472,-18098,7857,10350,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,2410,-967,1541,5442,27550,27472,-19062,8813,10070,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,597,931,2437,817,27550,27472,-19289,8433,10626,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,2995,238,-108,5642,27550,27472,-19488,8347,11211,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,3522,-688,-1394,4240,27550,27472,-20828,10065,10793,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,216,1203,-907,-2308,27550,27472,-20636,10738,9949,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1359,1308,-4068,2084,27550,27472,-18844,9357,9543,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-475,-336,-3622,-145,27550,27472,-17769,7981,9782,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-926,-413,-1039,-3040,27550,27472,-17250,8478,8800,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-2745,734,-1643,2073,27550,27472,-18294,9798,8563,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1697,65,836,-345,27550,27472,-18913,10042,8955,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,441,-1114,3245,596,27550,27472,-19244,9680,9739,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1715,667,2360,4307,27550,27472,-20561,10975,9631,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1748,1295,3246,-1234,27550,27472,-20907,11900,8951,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,1007,-696,2860,-1694,27550,27472,-19531,11263,8134,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,546,-263,431,-1396,27550,27472,-18269,10175,8166,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-763,1214,115,-5398,27550,27472,-17123,9719,7425,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,1820,-1006,-1780,-1089,27550,27472,-17043,10414,6598,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,2789,-1854,-2393,-494,27550,27472,-18523,11160,6469,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-189,349,-1276,-3343,27550,27472,-19201,10970,7075,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,31,-234,-2223,2020,27550,27472,-19661,11704,8134,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,2114,-1816,-820,25,27550,27472,-20469,13061,7606,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-136,309,921,-636,27550,27472,-19547,13256,6285,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1692,1459,-1012,5911,27550,27472,-18476,12261,6085,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,1760,-405,863,2947,27550,27472,-17861,11338,6501,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,1544,-65,1799,2139,27550,27472,-16473,11794,5202,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1741,2238,111,4372,27550,27472,-16688,12696,4642,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-844,938,1055,-737,27550,27472,-18172,13170,4970,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,590,-866,1064,389,27550,27472,-18785,12951,5951,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-2261,716,-182,1896,27550,27472,-19774,14062,5924,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-3231,793,476,-1938,27550,27472,-19363,14817,4973,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,214,-1449,-32,-744,27550,27472,-18137,14342,3913,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-254,-788,306,-1398,27550,27472,-17626,13527,4076,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1850,843,1828,-2972,27550,27472,-16919,13181,3690,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,1299,-729,503,1021,27550,27472,-16378,13868,2455,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,2468,-1167,725,-395,27550,27472,-17037,13567,1940,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-245,652,1567,-2042,27550,27472,-17879,13214,3052,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,1404,-12,-1773,1605,27550,27472,-18649,14989,4291,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,2586,-1191,-1222,-2318,27550,27472,-18996,15986,3287,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,853,-9,-1011,-3459,27550,27472,-17570,16024,1682,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-569,840,-3850,1228,27550,27472,-17144,15397,1689,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,1860,-790,-1757,-1078,27550,27472,-16920,14499,2390,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,534,225,-263,1057,27550,27472,-15982,14928,1139,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,2016,1125,-1191,3618,27550,27472,-15844,15673,100,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-8176,3475,687,384,27550,27472,-16472,16000,577,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,30,-3274,1446,2926,27550,27472,-17423,15732,1968,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,4300,-10406,1111,2848,27550,27472,-17997,16194,1788,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-2643,3523,1837,-1242,27550,27472,-17103,16658,358,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-2495,7065,1071,307,27550,27472,-16335,16835,-354,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,6679,201,1680,-1079,27550,27472,-16274,16178,223,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-432,4549,2186,840,27550,27472,-15992,15799,158,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-4419,3958,4,6190,27550,27472,-15172,16498,-1337,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-325,-3847,217,-2303,27550,27472,-15175,16978,-2088,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-584,-2296,595,-6631,27550,27472,-16061,16526,-877,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-2692,1818,-1852,-372,27550,27472,-16518,16371,296,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,772,-2043,-389,-4460,27550,27472,-16266,17425,-988,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,1787,-1897,779,-597,27550,27472,-15509,17995,-2510,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,433,-1798,-2845,8174,27550,27472,-15460,17750,-2314,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,976,-3648,539,-4605,27550,27472,-15716,17016,-1165,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,3000,-3437,-1062,-6614,27550,27472,-15137,17482,-2136,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,2198,1504,-3028,-424,27550,27472,-14519,18199,-3681,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,3116,2339,-253,-3754,27550,27472,-14557,18335,-3636,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,952,4594,-983,5039,27550,27472,-15346,17858,-2041,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-542,3927,-1044,7610,27550,27472,-15362,18000,-2310,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1678,496,1763,-2270,27550,27472,-14639,18649,-4004,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-4388,-1668,982,-2441,27550,27472,-14352,19016,-4677,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-5465,-1008,1327,-2232,27550,27472,-14812,18275,-3736,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1066,-2956,3755,-2413,27550,27472,-14915,17931,-3452,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-982,-581,-82,9010,27550,27472,-14078,19036,-4918,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-788,2123,1151,7022,27550,27472,-13529,19808,-5735,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,2379,335,939,1979,27550,27472,-13764,19119,-4678,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,2973,-662,-1278,2013,27550,27472,-14113,17929,-3847,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-683,991,-1552,-4805,27550,27472,-13395,18566,-5110,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,1769,-284,-527,-6120,27550,27472,-12854,19564,-6592,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,1493,-1012,-2054,-379,27550,27472,-13062,19512,-6442,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1324,1793,-217,-74,27550,27472,-13537,18936,-5299,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-731,689,1136,620,27550,27472,-13158,19673,-6316,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,184,-1679,-1319,-459,27550,27472,-12725,20675,-7949,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-2330,-1256,658,-5779,27550,27472,-12495,20218,-7845,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-399,-1627,-1080,-2067,27550,27472,-12347,18208,-5795,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,43,-2017,-1030,-3756,27550,27472,-12008,17829,-5584,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,1143,494,-793,-2500,27550,27472,-11630,18897,-7152,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,1563,1632,-1640,2818,27550,27472,-11353,19731,-8111,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,1806,1792,405,2246,27550,27472,-11932,19558,-7510,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,1654,655,573,6357,27550,27472,-12355,19516,-7336,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,794,-379,-219,8816,27550,27472,-11695,20844,-9173,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1624,-520,1830,1293,27550,27472,-10717,20774,-9876,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1085,-1025,3070,-1073,27550,27472,-10623,19308,-8429,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-773,-721,2074,-898,27550,27472,-11297,18647,-7420,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-2197,1661,3238,-3576,27550,27472,-10382,18737,-8341,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1256,1792,1288,1581,27550,27472,-9741,19458,-9490,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,272,501,-558,783,27550,27472,-10106,19758,-9770,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,131,1080,-1281,-5008,27550,27472,-10730,19879,-9157,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-337,704,-4728,-4734,27550,27472,-10503,20987,-10274,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,1493,-626,-4477,-7125,27550,27472,-9862,21275,-11417,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,2170,-631,-3668,-3764,27550,27472,-9228,20118,-10854,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,75,83,-3077,4067,27550,27472,-9214,18793,-9341,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,570,-1109,80,2689,27550,27472,-8816,17917,-8829,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,1097,-2186,1303,1963,27550,27472,-8246,18323,-9864,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1929,-1325,1097,1168,27550,27472,-7676,19998,-10884,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1645,-969,4186,-4617,27550,27472,-8153,20430,-10632,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-181,-1356,1851,-1469,27550,27472,-9350,20295,-11049,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-945,586,-277,2694,27550,27472,-8759,21338,-12724,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1218,1923,721,1058,27550,27472,-7636,20525,-12995,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,408,1167,-746,2132,27550,27472,-7385,19135,-11569,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,644,841,-592,1566,27550,27472,-7555,18273,-10404,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,16,1088,837,-945,27550,27472,-6516,17639,-10926,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,167,341,790,264,27550,27472,-6175,18455,-12212,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,1139,-245,1679,1631,27550,27472,-6546,19235,-12751,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,232,393,1557,3141,27550,27472,-7194,19858,-12571,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-441,821,787,1689,27550,27472,-7331,20536,-13948,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,718,-176,309,-782,27550,27472,-6493,20089,-14811,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-95,-375,-1205,188,27550,27472,-5227,19011,-14097,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-711,-156,-1397,-1841,27550,27472,-5205,18206,-13136,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-636,-836,-1390,-1749,27550,27472,-4847,17484,-12531,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,136,-1097,-2976,1721,27550,27472,-3962,17285,-13368,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,253,-562,-2568,-2005,27550,27472,-3661,18383,-14875,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-33,-324,-1174,-2702,27550,27472,-4468,19177,-15071,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,883,-899,-458,-829,27550,27472,-5408,19877,-14862,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,1162,-957,604,-3476,27550,27472,-4414,20139,-15808,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-152,-407,1158,-402,27550,27472,-2952,18777,-15926,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,114,-106,2192,2409,27550,27472,-2947,18131,-15181,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-313,165,3063,-699,27550,27472,-3359,17710,-14228,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1224,1310,1684,1079,27550,27472,-2130,16723,-14603,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1578,1859,1419,910,27550,27472,-1320,16883,-15666,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-536,1085,1596,-1406,27550,27472,-1743,17970,-16318,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-389,721,-205,2627,27550,27472,-2728,18811,-16023,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-915,702,-940,2105,27550,27472,-2634,19178,-16489,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-120,-108,19,-1167,27550,27472,-1331,18398,-16940,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,1447,-561,-1406,2275,27550,27472,-600,17427,-17034,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,798,-41,-1944,1229,27550,27472,-1144,17105,-16175,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,930,40,-1573,-1626,27550,27472,-1207,16732,-15410,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,2064,-629,-2590,1056,27550,27472,202,15836,-15952,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,561,-309,-2016,-1775,27550,27472,869,16301,-17109,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-534,314,-698,-4038,27550,27472,-353,17495,-17000,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,123,-595,-242,-2766,27550,27472,-1435,17752,-16276,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-763,-423,598,-2747,27550,27472,-348,17502,-17266,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1619,452,1171,1541,27550,27472,1127,16520,-17667,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1329,-67,2204,2907,27550,27472,1092,16305,-17228,True,True,True,True,True
desgaste_rolamento,BPFI_03,0,-1881,-216,2642,-56,27550,27472,348,16279,-16447,True,True,True,True,True
